,0
101,3.16544246673584
102,3.458329916000366
103,2.67159366607666
104,2.8299074172973633
105,2.933541774749756
106,2.4333720207214355
107,2.467761754989624
108,2.3651862144470215
109,3.187610626220703
110,2.7945268154144287
111,2.656750440597534
112,2.1608097553253174
113,2.2111480236053467
114,2.2922420501708984
115,2.2581522464752197
116,1.7878949642181396
117,3.0147383213043213
118,2.5692293643951416
119,1.8810153007507324
120,1.663795828819275
121,2.7456953525543213
122,1.6544407606124878
123,1.6789817810058594
124,3.0561776161193848
125,2.7099270820617676
126,2.370701789855957
127,2.296186685562134
128,1.9787297248840332
129,2.5291128158569336
130,2.4255805015563965
131,2.1497647762298584
132,1.5745902061462402
133,1.768491268157959
134,1.7051851749420166
135,2.063805103302002
136,1.706197738647461
137,3.6536452770233154
138,1.5433306694030762
139,1.9031723737716675
140,2.1249594688415527
141,1.5085103511810303
142,1.917551875114441
143,2.321624279022217
144,1.3681994676589966
145,2.060214042663574
146,2.11568546295166
147,2.6489923000335693
148,1.6993855237960815
149,1.8557515144348145
150,1.7816808223724365
151,2.4093523025512695
152,2.0324394702911377
153,2.398280620574951
154,1.09065580368042
155,1.6224229335784912
156,2.7323713302612305
157,2.3011183738708496
158,3.102538585662842
159,2.447735548019409
160,1.6892421245574951
161,1.8079407215118408
162,2.645954132080078
163,1.4942073822021484
164,1.9668010473251343
165,2.261681318283081
166,4.00311279296875
167,1.6988203525543213
168,1.5786218643188477
169,2.737975597381592
170,2.329660177230835
171,2.461491584777832
172,2.2517266273498535
173,2.5544228553771973
174,1.5547280311584473
175,2.240636110305786
176,1.8876620531082153
177,1.9446475505828857
178,3.1860523223876953
179,1.4076189994812012
180,2.4290947914123535
181,1.315316081047058
182,1.9319305419921875
183,1.9898725748062134
184,2.4363062381744385
185,1.935161828994751
186,2.6220548152923584
187,2.7402172088623047
188,2.0878896713256836
189,1.455005407333374
190,1.8613872528076172
191,2.4125897884368896
192,2.18400239944458
193,2.432746410369873
194,2.328136444091797
195,2.1609420776367188
196,1.9440863132476807
197,2.20536470413208
198,2.379703998565674
199,2.3988184928894043
200,1.7970666885375977
201,1.8759522438049316
202,1.9732298851013184
203,1.9064404964447021
204,1.559997320175171
205,2.4067389965057373
206,1.1644006967544556
207,1.5749201774597168
208,2.1129190921783447
209,1.6837117671966553
210,2.2626025676727295
211,2.383167266845703
212,1.1444311141967773
213,0.8374390602111816
214,1.8375468254089355
215,2.8968114852905273
216,2.856997013092041
217,2.353215217590332
218,2.5038132667541504
219,1.4617347717285156
220,2.5107908248901367
221,2.1867737770080566
222,1.9956822395324707
223,1.5752601623535156
224,1.858243465423584
225,1.5515731573104858
226,1.5487419366836548
227,1.192488193511963
228,1.3359838724136353
229,1.9627742767333984
230,2.7479896545410156
231,2.95701265335083
232,3.520169496536255
233,3.512118339538574
234,1.29706609249115
235,1.9164791107177734
236,2.5635786056518555
237,1.960705280303955
238,2.934511184692383
239,1.7329926490783691
240,1.8094124794006348
241,1.9201617240905762
242,2.5765814781188965
243,1.6388951539993286
244,2.728292465209961
245,3.23519229888916
246,1.6568903923034668
247,1.7448304891586304
248,1.8765093088150024
249,1.184938669204712
250,1.9983208179473877
251,2.143385887145996
252,1.3859549760818481
253,1.7650023698806763
254,1.114858627319336
255,2.434295892715454
256,2.47822904586792
257,2.5005648136138916
258,2.0853071212768555
259,1.8474202156066895
260,1.310564398765564
261,1.8641853332519531
262,2.969730854034424
263,1.4782755374908447
264,1.6587508916854858
265,2.018218517303467
266,1.5233107805252075
267,1.571596622467041
268,2.0878193378448486
269,1.5436204671859741
270,0.9850108623504639
271,1.1548302173614502
272,1.5354089736938477
273,1.9929616451263428
274,1.8357820510864258
275,2.404029369354248
276,1.8252815008163452
277,2.6056792736053467
278,3.1102046966552734
279,1.9791433811187744
280,2.442814826965332
281,2.619638204574585
282,2.135498046875
283,1.7945280075073242
284,2.4025321006774902
285,2.9326491355895996
286,2.216233253479004
287,2.296593427658081
288,1.7500901222229004
289,1.8742517232894897
290,2.0138211250305176
291,1.715120792388916
292,2.3277945518493652
293,1.6009557247161865
294,1.568950891494751
295,2.428603172302246
296,1.9508693218231201
297,1.0436259508132935
298,2.791229248046875
299,1.9369094371795654
300,3.1630282402038574
301,1.5044366121292114
302,1.8695271015167236
303,2.277923345565796
304,2.008159637451172
305,1.9406622648239136
306,1.5193567276000977
307,1.3597793579101562
308,2.345912456512451
309,2.5418426990509033
310,1.9035272598266602
311,1.816008448600769
312,1.4751737117767334
313,1.1665178537368774
314,1.4300450086593628
315,1.5447179079055786
316,1.587794542312622
317,2.2048299312591553
318,1.7467247247695923
319,2.3872931003570557
320,1.0659282207489014
321,1.7933013439178467
322,1.6152262687683105
323,2.462728977203369
324,1.5785245895385742
325,1.9171137809753418
326,1.8284518718719482
327,3.2892627716064453
328,2.2544445991516113
329,1.0564067363739014
330,1.8008311986923218
331,3.890382766723633
332,1.2965846061706543
333,1.401686191558838
334,1.4270102977752686
335,1.8829574584960938
336,1.6848912239074707
337,1.4115614891052246
338,1.4119888544082642
339,1.4371546506881714
340,1.1986967325210571
341,1.3794217109680176
342,0.9971684813499451
343,2.6957359313964844
344,1.4017927646636963
345,1.6515564918518066
346,1.9666627645492554
347,1.88104248046875
348,2.4966177940368652
349,2.36076021194458
350,1.9451103210449219
351,1.6752779483795166
352,1.8094902038574219
353,1.5668346881866455
354,1.588430643081665
355,1.5960971117019653
356,1.7713207006454468
357,2.006824016571045
358,1.2893774509429932
359,2.125692367553711
360,2.722598075866699
361,2.2026147842407227
362,1.1852236986160278
363,1.3854751586914062
364,2.7602479457855225
365,2.0997509956359863
366,1.4050376415252686
367,2.1973390579223633
368,1.3850719928741455
369,2.6787052154541016
370,1.386417269706726
371,1.2795499563217163
372,1.70820951461792
373,2.4486052989959717
374,2.713657855987549
375,1.7638849020004272
376,1.5370804071426392
377,1.3637640476226807
378,1.5157127380371094
379,2.051234722137451
380,2.4113237857818604
381,1.5621354579925537
382,1.893851399421692
383,1.5154237747192383
384,1.3251914978027344
385,1.893386960029602
386,0.8717343807220459
387,2.722215175628662
388,2.599367618560791
389,1.9882394075393677
390,2.815852642059326
391,2.2037973403930664
392,2.4648425579071045
393,2.374514102935791
394,1.59065580368042
395,2.256471633911133
396,2.234422206878662
397,2.093576431274414
398,1.9212558269500732
399,1.7089791297912598
400,1.7269842624664307
401,1.412137746810913
402,2.1879231929779053
403,1.8620555400848389
404,2.0004990100860596
405,1.5694761276245117
406,1.8045395612716675
407,3.0227627754211426
408,1.6286503076553345
409,1.9847526550292969
410,1.4373160600662231
411,2.004542350769043
412,1.8368682861328125
413,1.4738070964813232
414,2.288926124572754
415,1.6541895866394043
416,1.236053228378296
417,1.1343450546264648
418,1.7920339107513428
419,1.6327818632125854
420,1.7535631656646729
421,1.5534112453460693
422,1.0578224658966064
423,1.8617801666259766
424,2.9685800075531006
425,1.7854022979736328
426,1.9636969566345215
427,2.3085854053497314
428,1.716181755065918
429,2.6588213443756104
430,1.5985362529754639
431,1.1559122800827026
432,1.3274321556091309
433,2.1103129386901855
434,1.3257352113723755
435,1.4450905323028564
436,1.5279088020324707
437,1.92801833152771
438,3.451550006866455
439,1.73751699924469
440,1.665231704711914
441,1.2863249778747559
442,1.0211421251296997
443,2.344815492630005
444,1.3479020595550537
445,1.281511902809143
446,1.428285837173462
447,1.595787763595581
448,1.2748754024505615
449,1.5156899690628052
450,1.9048051834106445
451,1.7621066570281982
452,1.2712677717208862
453,1.866283893585205
454,2.0804502964019775
455,1.2894686460494995
456,2.440347194671631
457,2.4098315238952637
458,1.9117136001586914
459,2.607534646987915
460,1.7017452716827393
461,1.6969902515411377
462,1.8883183002471924
463,2.796114921569824
464,1.533994197845459
465,1.4856953620910645
466,1.476646900177002
467,1.6918102502822876
468,2.611459732055664
469,2.162304639816284
470,1.2366414070129395
471,1.0314748287200928
472,1.416825771331787
473,1.493124008178711
474,1.2543015480041504
475,2.156933069229126
476,2.0442471504211426
477,2.687938690185547
478,1.9652431011199951
479,1.225302815437317
480,1.241071343421936
481,1.3580117225646973
482,1.8183879852294922
483,1.9266289472579956
484,1.6535576581954956
485,1.1288992166519165
486,1.9767374992370605
487,1.599069595336914
488,1.8336126804351807
489,2.3139684200286865
490,2.115842580795288
491,1.5965898036956787
492,1.0351589918136597
493,1.1813653707504272
494,1.1322669982910156
495,1.6907516717910767
496,1.0703805685043335
497,1.7212454080581665
498,1.4729080200195312
499,2.407181739807129
500,0.9400752782821655
501,1.9135832786560059
502,2.312732696533203
503,1.5499306917190552
504,1.7008657455444336
505,1.6377228498458862
506,1.7839642763137817
507,2.8694136142730713
508,1.4358457326889038
509,1.5022263526916504
510,1.5048412084579468
511,1.019368290901184
512,1.2485840320587158
513,2.255030632019043
514,2.39553165435791
515,2.1914451122283936
516,2.0090794563293457
517,1.2813429832458496
518,2.1776514053344727
519,1.407382845878601
520,1.6643319129943848
521,0.9677146673202515
522,1.5512762069702148
523,0.9764883518218994
524,1.7374999523162842
525,1.8739231824874878
526,0.67765212059021
527,1.6070175170898438
528,1.561828851699829
529,1.881791114807129
530,1.838127851486206
531,1.1811343431472778
532,1.242569088935852
533,1.2248848676681519
534,1.211001992225647
535,1.8714239597320557
536,1.4917198419570923
537,1.451756477355957
538,2.100348711013794
539,2.085047721862793
540,2.3634817600250244
541,1.2215098142623901
542,1.9718382358551025
543,1.8982245922088623
544,0.8001682758331299
545,1.4785635471343994
546,1.3259334564208984
547,0.7350857853889465
548,1.6382474899291992
549,1.9833908081054688
550,2.2867038249969482
551,2.4963059425354004
552,1.0708028078079224
553,1.9998793601989746
554,1.2208406925201416
555,1.5449376106262207
556,1.5361392498016357
557,1.8951904773712158
558,1.6090466976165771
559,1.8380448818206787
560,1.900855302810669
561,1.7197980880737305
562,1.457040786743164
563,2.162998676300049
564,2.318732976913452
565,0.8356928825378418
566,1.4056663513183594
567,1.8887749910354614
568,1.166168451309204
569,2.1786341667175293
570,1.387083888053894
571,1.6036694049835205
572,1.3119878768920898
573,0.9862667322158813
574,1.6620903015136719
575,1.2750575542449951
576,2.4077649116516113
577,0.9358439445495605
578,1.6389987468719482
579,1.9389395713806152
580,1.7173523902893066
581,1.9579951763153076
582,1.8265483379364014
583,1.071724534034729
584,1.4468021392822266
585,1.6915004253387451
586,1.1290490627288818
587,1.401970624923706
588,2.561894416809082
589,1.1646054983139038
590,2.352796792984009
591,2.0976943969726562
592,0.9535913467407227
593,1.5876274108886719
594,1.3146830797195435
595,1.8689733743667603
596,1.1266895532608032
597,3.072388172149658
598,1.5215787887573242
599,1.7722012996673584
600,1.474069595336914
601,1.7654919624328613
602,1.3609387874603271
603,1.401781678199768
604,1.7594871520996094
605,0.8733477592468262
606,2.12498140335083
607,2.01137113571167
608,0.9535988569259644
609,0.8203308582305908
610,2.8745298385620117
611,1.9765197038650513
612,1.8262746334075928
613,0.9555070400238037
614,1.7467694282531738
615,1.4669454097747803
616,1.70070219039917
617,1.4368444681167603
618,1.5626411437988281
619,2.0258946418762207
620,1.745749831199646
621,1.4815846681594849
622,1.7323108911514282
623,1.836499810218811
624,1.5829710960388184
625,3.3902535438537598
626,1.5003390312194824
627,1.578794240951538
628,1.4772908687591553
629,1.605743408203125
630,1.324103832244873
631,0.7694365382194519
632,1.9786958694458008
633,1.5201354026794434
634,1.606468915939331
635,1.7219080924987793
636,1.6562561988830566
637,2.0009262561798096
638,1.5831551551818848
639,1.5822722911834717
640,1.8715678453445435
641,1.9188449382781982
642,1.1531850099563599
643,1.6936473846435547
644,1.921827793121338
645,1.481640100479126
646,1.1215524673461914
647,2.5527825355529785
648,0.7888617515563965
649,0.7253541946411133
650,1.4705960750579834
651,0.7433762550354004
652,2.849623680114746
653,1.5936415195465088
654,1.9368247985839844
655,1.5827767848968506
656,1.9910238981246948
657,3.1574857234954834
658,1.907394289970398
659,1.8229432106018066
660,1.8623188734054565
661,1.4361708164215088
662,1.6423286199569702
663,0.9979245662689209
664,2.4575953483581543
665,3.1125073432922363
666,1.832381010055542
667,1.5905439853668213
668,1.1979258060455322
669,1.648141622543335
670,2.161681652069092
671,1.4469738006591797
672,1.2814695835113525
673,1.9478485584259033
674,2.0223939418792725
675,1.3901654481887817
676,1.016660213470459
677,1.5056265592575073
678,1.0213475227355957
679,1.5331685543060303
680,2.6143016815185547
681,1.2629141807556152
682,1.527122139930725
683,0.726062536239624
684,1.6258618831634521
685,1.1258889436721802
686,1.3370157480239868
687,2.2537760734558105
688,1.2074408531188965
689,1.355997085571289
690,1.409559965133667
691,1.5645467042922974
692,2.092036724090576
693,1.4435826539993286
694,1.7035155296325684
695,1.6998406648635864
696,1.072972297668457
697,0.8550087213516235
698,1.190809965133667
699,1.8568470478057861
700,1.3702507019042969
701,0.8035628795623779
702,1.2163796424865723
703,2.4045848846435547
704,0.8709293007850647
705,0.9416154623031616
706,0.9280398488044739
707,2.130347728729248
708,1.5865473747253418
709,1.3668651580810547
710,1.494970679283142
711,1.4806218147277832
712,1.8580760955810547
713,1.0720875263214111
714,2.3933210372924805
715,1.84345281124115
716,1.2854499816894531
717,1.0278067588806152
718,1.4195058345794678
719,1.6077330112457275
720,2.1050024032592773
721,1.2120424509048462
722,1.395362377166748
723,1.1764569282531738
724,1.0257980823516846
725,1.2465202808380127
726,1.8064496517181396
727,1.4893443584442139
728,0.8431952595710754
729,1.5472970008850098
730,3.0536532402038574
731,1.8676799535751343
732,2.1920294761657715
733,1.1734498739242554
734,1.000040054321289
735,2.858572483062744
736,1.0602500438690186
737,2.2779383659362793
738,2.2594730854034424
739,2.395737409591675
740,1.4677634239196777
741,1.7479453086853027
742,1.822239875793457
743,2.160557270050049
744,1.1820073127746582
745,2.0380499362945557
746,1.8455238342285156
747,0.8845775127410889
748,0.9957098960876465
749,1.7536795139312744
750,0.9372400045394897
751,1.5314621925354004
752,0.8295889496803284
753,1.079244613647461
754,1.827209234237671
755,1.306640625
756,1.393542766571045
757,2.647209882736206
758,2.1204581260681152
759,1.7890758514404297
760,0.9988043308258057
761,0.9540135860443115
762,1.6178264617919922
763,1.3269786834716797
764,2.627525568008423
765,1.2004787921905518
766,1.8865652084350586
767,1.2381646633148193
768,1.8234360218048096
769,0.6802462935447693
770,0.9326603412628174
771,1.7076728343963623
772,1.3870126008987427
773,2.6030025482177734
774,1.257375717163086
775,1.3893227577209473
776,1.4704785346984863
777,1.5391956567764282
778,2.175145387649536
779,1.1995052099227905
780,1.9720025062561035
781,1.6801867485046387
782,1.5409934520721436
783,1.4939594268798828
784,1.096135139465332
785,1.0582917928695679
786,0.6655483841896057
787,1.9333033561706543
788,1.463104248046875
789,2.285933256149292
790,1.142115592956543
791,1.5282251834869385
792,1.1155946254730225
793,0.9539480209350586
794,0.9450361132621765
795,1.3761574029922485
796,1.4626379013061523
797,1.1166012287139893
798,1.5740864276885986
799,0.9381690621376038
800,2.068634033203125
801,0.8720223903656006
802,1.6192295551300049
803,1.8307321071624756
804,1.0741541385650635
805,2.1910972595214844
806,1.333956003189087
807,1.9284545183181763
808,1.8995873928070068
809,1.9201138019561768
810,1.3112154006958008
811,1.1077394485473633
812,1.44453763961792
813,1.577377438545227
814,2.4004933834075928
815,0.9251950979232788
816,1.2948365211486816
817,0.9612323641777039
818,1.326924443244934
819,1.0042128562927246
820,2.045417547225952
821,1.380120038986206
822,0.9239276647567749
823,1.9487966299057007
824,0.887118935585022
825,1.0566504001617432
826,0.9023468494415283
827,2.179919719696045
828,0.9816620349884033
829,1.2057359218597412
830,1.3414826393127441
831,0.7913829684257507
832,2.3694589138031006
833,2.063878297805786
834,1.8313350677490234
835,2.037321090698242
836,1.6057993173599243
837,3.454288959503174
838,1.6913964748382568
839,1.2429420948028564
840,1.5749435424804688
841,0.7714428901672363
842,2.0574450492858887
843,1.4147088527679443
844,1.0747379064559937
845,1.4944257736206055
846,2.2706639766693115
847,2.393494129180908
848,1.3716932535171509
849,1.8909149169921875
850,0.8938300609588623
851,2.1085715293884277
852,0.987355649471283
853,1.5278624296188354
854,1.6153676509857178
855,1.7086892127990723
856,2.8003921508789062
857,0.6856521964073181
858,1.67266845703125
859,1.806746482849121
860,1.3501665592193604
861,2.2318167686462402
862,0.9441539645195007
863,1.3882203102111816
864,1.2668836116790771
865,2.7228450775146484
866,2.0131139755249023
867,1.7295184135437012
868,2.3665895462036133
869,1.2102497816085815
870,1.3576637506484985
871,0.9418879747390747
872,1.2981644868850708
873,2.296360492706299
874,1.207674264907837
875,1.8217756748199463
876,1.9137299060821533
877,1.2275416851043701
878,0.8192689418792725
879,1.6898225545883179
880,2.103781223297119
881,1.765671968460083
882,0.9931464195251465
883,0.8464798927307129
884,1.2243587970733643
885,1.5576082468032837
886,1.3344128131866455
887,1.1942288875579834
888,1.2285938262939453
889,2.237215518951416
890,1.2464048862457275
891,2.257143020629883
892,1.1571409702301025
893,1.3182976245880127
894,0.9781274199485779
895,1.2229217290878296
896,0.7832065224647522
897,0.4001496732234955
898,1.5480492115020752
899,0.9300071597099304
900,0.8745265007019043
901,1.70222806930542
902,2.0738441944122314
903,1.1880629062652588
904,1.2767571210861206
905,0.9194455146789551
906,1.385401964187622
907,2.222311019897461
908,2.2656002044677734
909,1.1545438766479492
910,2.153857707977295
911,1.8802123069763184
912,1.5321040153503418
913,1.226210117340088
914,1.8272247314453125
915,1.3056913614273071
916,1.2768566608428955
917,1.8477016687393188
918,1.1137555837631226
919,1.2889039516448975
920,1.5720329284667969
921,2.027453899383545
922,1.1472203731536865
923,1.7728326320648193
924,1.8580771684646606
925,1.7634294033050537
926,1.8230857849121094
927,1.51105535030365
928,1.5743694305419922
929,2.197432518005371
930,1.2039461135864258
931,1.955759048461914
932,2.4255480766296387
933,2.037522077560425
934,2.4102232456207275
935,1.2337689399719238
936,1.2081074714660645
937,0.9779818058013916
938,1.236327886581421
939,1.152958869934082
940,1.034275770187378
941,1.135758399963379
942,1.6129755973815918
943,2.691425085067749
944,3.262052536010742
945,1.1490669250488281
946,1.2869312763214111
947,1.971564531326294
948,1.4608824253082275
949,1.0304653644561768
950,1.3612732887268066
951,1.4917254447937012
952,1.6336029767990112
953,1.8849396705627441
954,1.3479863405227661
955,1.3764429092407227
956,1.6120519638061523
957,2.0861172676086426
958,1.755173683166504
959,2.067878484725952
960,1.258030891418457
961,1.496800184249878
962,1.9998732805252075
963,1.0098553895950317
964,0.9918817281723022
965,1.3120129108428955
966,2.8896937370300293
967,1.0015263557434082
968,1.5632182359695435
969,1.5207433700561523
970,1.0889368057250977
971,1.3323179483413696
972,1.7045841217041016
973,1.397714614868164
974,1.260023832321167
975,0.8624433279037476
976,1.5821492671966553
977,1.3225969076156616
978,1.699539303779602
979,1.6403685808181763
980,0.9664886593818665
981,2.1112043857574463
982,1.248970866203308
983,1.333045482635498
984,1.0333802700042725
985,1.2463358640670776
986,1.66046941280365
987,1.3148949146270752
988,3.1711506843566895
989,1.2630184888839722
990,0.6776269674301147
991,2.0768370628356934
992,1.6582720279693604
993,1.0263447761535645
994,1.4893028736114502
995,1.0952341556549072
996,2.3319573402404785
997,1.319221019744873
998,1.5623948574066162
999,1.6547126770019531
1000,1.375194787979126
1001,1.0159201622009277
1002,2.4979329109191895
1003,1.112000823020935
1004,0.6175765991210938
1005,1.546029806137085
1006,0.7549769282341003
1007,1.4819488525390625
1008,1.509974479675293
1009,0.4471167325973511
1010,1.790419340133667
1011,2.103588342666626
1012,1.0572806596755981
1013,1.0785741806030273
1014,1.7267488241195679
1015,1.758022427558899
1016,2.0025691986083984
1017,1.2488763332366943
1018,1.738946557044983
1019,0.8483949303627014
1020,1.825514554977417
1021,2.25132417678833
1022,1.227600336074829
1023,1.158247709274292
1024,2.0290212631225586
1025,1.1864912509918213
1026,1.4631935358047485
1027,0.5997273921966553
1028,1.8271962404251099
1029,2.8086695671081543
1030,2.5409607887268066
1031,1.2891771793365479
1032,1.5956120491027832
1033,1.1987050771713257
1034,1.8169381618499756
1035,2.0759856700897217
1036,2.025843620300293
1037,0.9739457964897156
1038,1.3819456100463867
1039,1.5251376628875732
1040,1.5248212814331055
1041,0.9436869025230408
1042,2.096342086791992
1043,1.199720859527588
1044,1.008488655090332
1045,1.1631269454956055
1046,0.7139816880226135
1047,2.1584744453430176
1048,1.7441556453704834
1049,1.1081104278564453
1050,0.5998966693878174
1051,1.3291137218475342
1052,1.8319681882858276
1053,0.9576023817062378
1054,1.2391555309295654
1055,1.3227375745773315
1056,1.6034283638000488
1057,1.0630414485931396
1058,1.141228437423706
1059,2.4308786392211914
1060,0.9546631574630737
1061,1.5669671297073364
1062,1.1859514713287354
1063,1.1852325201034546
1064,0.9714628458023071
1065,0.9421164989471436
1066,2.0225725173950195
1067,1.1693625450134277
1068,1.4810609817504883
1069,1.774186372756958
1070,1.1997289657592773
1071,1.6220357418060303
1072,1.6960841417312622
1073,1.2834867238998413
1074,1.423884630203247
1075,2.52468204498291
1076,2.1008341312408447
1077,1.4280773401260376
1078,2.689791202545166
1079,1.7107512950897217
1080,1.0268290042877197
1081,1.4377350807189941
1082,1.3306478261947632
1083,1.2529895305633545
1084,1.5765098333358765
1085,1.1613914966583252
1086,1.5134928226470947
1087,2.558434247970581
1088,0.8539553880691528
1089,1.3434131145477295
1090,1.7088959217071533
1091,2.4168543815612793
1092,1.205590009689331
1093,1.3036051988601685
1094,1.3009660243988037
1095,1.5440013408660889
1096,0.6226975917816162
1097,1.3649810552597046
1098,1.0561423301696777
1099,1.410701036453247
1100,1.4476706981658936
1101,2.0266995429992676
1102,1.0723822116851807
1103,1.595459222793579
1104,0.9581658840179443
1105,0.6680300235748291
1106,1.4014116525650024
1107,1.3160066604614258
1108,1.0216460227966309
1109,3.1780855655670166
1110,1.2102487087249756
1111,2.219194173812866
1112,2.6476874351501465
1113,2.0426673889160156
1114,1.374118685722351
1115,1.091125726699829
1116,1.960712194442749
1117,1.366133451461792
1118,1.3238635063171387
1119,0.7000389099121094
1120,0.9559376835823059
1121,1.5773202180862427
1122,2.2732186317443848
1123,1.8665266036987305
1124,2.1291964054107666
1125,1.7547690868377686
1126,1.2868657112121582
1127,0.9926583766937256
1128,1.4225139617919922
1129,2.400953769683838
1130,1.2187700271606445
1131,1.6123348474502563
1132,1.7985846996307373
1133,1.1932309865951538
1134,0.8486716747283936
1135,1.9118354320526123
1136,1.9569051265716553
1137,2.1305367946624756
1138,1.4821207523345947
1139,2.170034408569336
1140,1.5018634796142578
1141,1.6501197814941406
1142,1.0786144733428955
1143,1.078223705291748
1144,2.5423450469970703
1145,1.7215596437454224
1146,0.8778740167617798
1147,2.7705721855163574
1148,1.2822861671447754
1149,1.0566303730010986
1150,1.7958085536956787
1151,1.643105149269104
1152,1.171584129333496
1153,1.069322109222412
1154,1.5612967014312744
1155,2.004396438598633
1156,1.0134878158569336
1157,0.7433501482009888
1158,1.1626851558685303
1159,1.9824137687683105
1160,0.6563873291015625
1161,2.1464619636535645
1162,1.7463961839675903
1163,1.1589765548706055
1164,1.182360053062439
1165,0.8993687033653259
1166,1.0285176038742065
1167,2.6327273845672607
1168,1.2997759580612183
1169,1.4687925577163696
1170,1.2687499523162842
1171,1.0403237342834473
1172,1.305325984954834
1173,1.3305244445800781
1174,1.4982852935791016
1175,1.2381420135498047
1176,1.4337882995605469
1177,0.8999383449554443
1178,0.7603299617767334
1179,2.345729351043701
1180,1.2234838008880615
1181,1.5804657936096191
1182,1.033386468887329
1183,0.343773752450943
1184,1.247532606124878
1185,1.3100504875183105
1186,1.2725725173950195
1187,3.0990939140319824
1188,1.1761966943740845
1189,1.0621442794799805
1190,2.158071994781494
1191,2.0860557556152344
1192,1.507693886756897
1193,1.2366595268249512
1194,1.4916589260101318
1195,1.568594217300415
1196,1.3643805980682373
1197,0.7495744824409485
1198,1.0851329565048218
1199,1.7552440166473389
1200,1.1852517127990723
1201,1.5433423519134521
1202,1.0676884651184082
1203,0.764755368232727
1204,1.393407940864563
1205,2.4093780517578125
1206,1.6338438987731934
1207,1.091270923614502
1208,1.3409185409545898
1209,1.5448012351989746
1210,1.6699657440185547
1211,1.027292251586914
1212,0.6703435182571411
1213,1.4875786304473877
1214,0.8498451709747314
1215,1.618894100189209
1216,1.4835927486419678
1217,2.124180316925049
1218,0.9499096870422363
1219,1.6081085205078125
1220,1.403005838394165
1221,1.314845085144043
1222,1.0594477653503418
1223,1.7245545387268066
1224,1.830198049545288
1225,1.3533668518066406
1226,1.667131781578064
1227,1.7321069240570068
1228,0.8960111141204834
1229,1.355548620223999
1230,0.9144611954689026
1231,2.237882137298584
1232,0.9568219780921936
1233,0.8456670045852661
1234,1.5191311836242676
1235,1.5360831022262573
1236,1.3594377040863037
1237,1.0332258939743042
1238,0.7509358525276184
1239,1.355461835861206
1240,1.0999014377593994
1241,1.664358377456665
1242,0.9506826400756836
1243,1.4954392910003662
1244,1.71961510181427
1245,1.7510395050048828
1246,1.295935869216919
1247,1.0295318365097046
1248,2.6008925437927246
1249,1.3078670501708984
1250,2.8373355865478516
1251,1.7123572826385498
1252,1.5910658836364746
1253,0.6798274517059326
1254,0.9443365931510925
1255,1.4873552322387695
1256,1.464050054550171
1257,1.9896658658981323
1258,1.1777803897857666
1259,1.8459858894348145
1260,1.7207374572753906
1261,1.2219915390014648
1262,1.6070945262908936
1263,1.2293955087661743
1264,0.9759436249732971
1265,1.518943428993225
1266,1.9602477550506592
1267,1.6585184335708618
1268,0.6828881502151489
1269,1.8090624809265137
1270,0.9330448508262634
1271,2.3252029418945312
1272,1.364908218383789
1273,2.619805335998535
1274,1.025601863861084
1275,0.9383569955825806
1276,1.4436302185058594
1277,1.1501394510269165
1278,1.995722770690918
1279,2.0864853858947754
1280,1.4897527694702148
